30,74,105,30,132,181,482,357,0.8,0.8,0.290322581,0.183673469,0.1,0.57399605,0.24,0.81399605
30,92,110,30,118,175,482,357,0.8,0.8,0.3,0.157894737,0.1,0.557894737,0.24,0.797894737
30,23,130,30,141,216,482,357,0.8,0.8,0.08411215,0.12,0.1,0.30411215,0.24,0.54411215
30,118,165,30,185,200,482,357,0.8,0.8,0.191489362,0.3,0.1,0.591489362,0.24,0.831489362
30,74,77,30,85,134,482,357,0.8,0.8,0.3,0.183673469,0.1,0.583673469,0.24,0.823673469
30,80,120,30,137,216,482,357,0.8,0.8,0.225,0.113924051,0.1,0.438924051,0.24,0.678924051
30,50,100,30,104,113,482,357,0.8,0.8,0.18,0.3,0.1,0.58,0.24,0.82
30,116,161,30,190,302,482,357,0.8,0.8,0.2,0.080357143,0.1,0.380357143,0.24,0.620357143
30,119,184,30,200,261,482,357,0.8,0.8,0.138461538,0.147540984,0.1,0.386002522,0.24,0.626002522
30,26,33,30,42,149,482,357,0.8,0.8,0.3,0.08411215,0.1,0.48411215,0.24,0.72411215
30,119,189,30,197,241,482,357,0.8,0.8,0.128571429,0.204545455,0.1,0.433116883,0.24,0.673116883
30,28,132,30,146,186,482,357,0.8,0.8,0.086538462,0.225,0.1,0.411538462,0.24,0.651538462
30,62,92,30,107,115,482,357,0.8,0.8,0.3,0.3,0.1,0.7,0.24,0.94
30,3,119,30,128,145,482,357,0.8,0.8,0.077586207,0.3,0.1,0.477586207,0.24,0.717586207
30,99,143,30,164,266,482,357,0.8,0.8,0.204545455,0.088235294,0.1,0.392780749,0.24,0.632780749
30,24,96,30,97,108,482,357,0.8,0.8,0.125,0.3,0.1,0.525,0.24,0.765
30,25,41,30,70,171,482,357,0.8,0.8,0.3,0.089108911,0.1,0.489108911,0.24,0.729108911
30,13,19,30,24,81,482,357,0.8,0.8,0.3,0.157894737,0.1,0.557894737,0.24,0.797894737
30,28,47,30,60,77,482,357,0.8,0.8,0.3,0.3,0.1,0.7,0.24,0.94
30,66,72,30,89,172,482,357,0.8,0.8,0.3,0.108433735,0.1,0.508433735,0.24,0.748433735
30,19,137,30,163,277,482,357,0.8,0.8,0.076271186,0.078947368,0.1,0.255218555,0.24,0.495218555
30,64,132,30,155,211,482,357,0.8,0.8,0.132352941,0.160714286,0.1,0.393067227,0.24,0.633067227
30,57,128,30,135,247,482,357,0.8,0.8,0.126760563,0.080357143,0.1,0.307117706,0.24,0.547117706
30,92,100,30,112,178,482,357,0.8,0.8,0.3,0.136363636,0.1,0.536363636,0.24,0.776363636
30,79,184,30,197,270,482,357,0.8,0.8,0.085714286,0.123287671,0.1,0.309001957,0.24,0.549001957
