30,118,133,30,137,140,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
30,120,166,30,187,197,399,231,1,1,0.195652174,0.3,0.1,0.595652174,0.3,0.895652174
30,107,122,30,136,168,399,231,1,1,0.3,0.28125,0.1,0.68125,0.3,0.98125
30,53,70,30,94,114,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
30,36,69,30,90,122,399,231,1,1,0.272727273,0.28125,0.1,0.653977273,0.3,0.953977273
30,53,109,30,138,179,399,231,1,1,0.160714286,0.219512195,0.1,0.480226481,0.3,0.780226481
30,60,110,30,115,168,399,231,1,1,0.18,0.169811321,0.1,0.449811321,0.3,0.749811321
30,103,148,30,156,185,399,231,1,1,0.2,0.3,0.1,0.6,0.3,0.9
30,92,145,30,162,219,399,231,1,1,0.169811321,0.157894737,0.1,0.427706058,0.3,0.727706058
30,93,104,30,109,138,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
30,17,67,30,75,110,399,231,1,1,0.18,0.257142857,0.1,0.537142857,0.3,0.837142857
30,106,116,30,124,130,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
30,32,83,30,107,113,399,231,1,1,0.176470588,0.3,0.1,0.576470588,0.3,0.876470588
30,89,128,30,146,158,399,231,1,1,0.230769231,0.3,0.1,0.630769231,0.3,0.930769231
30,70,113,30,127,148,399,231,1,1,0.209302326,0.3,0.1,0.609302326,0.3,0.909302326
30,29,87,30,90,104,399,231,1,1,0.155172414,0.3,0.1,0.555172414,0.3,0.855172414
30,56,96,30,97,126,399,231,1,1,0.225,0.3,0.1,0.625,0.3,0.925
30,22,54,30,73,126,399,231,1,1,0.28125,0.169811321,0.1,0.551061321,0.3,0.851061321
30,70,93,30,112,119,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
30,69,90,30,110,170,399,231,1,1,0.3,0.15,0.1,0.55,0.3,0.85
30,42,58,30,59,118,399,231,1,1,0.3,0.152542373,0.1,0.552542373,0.3,0.852542373
30,78,109,30,131,158,399,231,1,1,0.290322581,0.3,0.1,0.690322581,0.3,0.990322581
30,15,47,30,66,68,399,231,1,1,0.28125,0.3,0.1,0.68125,0.3,0.98125
30,2,60,30,73,132,399,231,1,1,0.155172414,0.152542373,0.1,0.407714787,0.3,0.707714787
30,110,122,30,139,143,399,231,1,1,0.3,0.3,0.1,0.7,0.3,1
